"","state","county","county_fips","dem_vote_2016","rep_vote_2016","dem_vote_2020","rep_vote_2020","media_market","commuting_zone","chips_county_project","chips_county","chips_mm","chips_cz"
"1","alabama","autauga","01001",23.77,72.77,27.02,71.44,"Montgomery, AL DMA",1,0,0,0,0
"2","alabama","baldwin","01003",19.39,76.55,22.41,76.17,"Mobile, AL - Pensacola, FL - MS DMA",2,0,0,0,0
"3","alabama","barbour","01005",46.53,52.1,45.79,53.45,"Columbus, GA - AL DMA",3,0,0,0,0
"4","alabama","bibb","01007",21.25,76.4,20.7,78.43,"Birmingham, AL DMA",4,0,0,0,0
"5","alabama","blount","01009",8.43,89.33,9.57,89.57,"Birmingham, AL DMA",5,0,0,0,0
"6","alabama","bullock","01011",74.95,24.2,74.7,24.84,"Montgomery, AL DMA",1,0,0,0,0
"7","alabama","butler","01013",42.67,56.13,41.79,57.53,"Montgomery, AL DMA",1,0,0,0,0
"8","alabama","calhoun","01015",27.67,68.66,29.85,68.85,"Birmingham, AL DMA",6,0,0,0,0
"9","alabama","chambers","01017",41.61,56.42,41.64,57.27,"Columbus, GA - AL DMA",7,0,0,0,0
"10","alabama","cherokee","01019",14.41,83.42,13.2,86.03,"Birmingham, AL DMA",8,0,0,0,0
"11","alabama","chilton","01021",15.85,82.1,15.91,83.3,"Birmingham, AL DMA",5,0,0,0,0
"12","alabama","choctaw","01023",42.64,56.31,41.89,57.56,"Meridian, MS - AL DMA",9,0,0,0,0
"13","alabama","clarke","01025",44.12,54.79,43.81,55.76,"Mobile, AL - Pensacola, FL - MS DMA",2,0,0,0,0
"14","alabama","clay","01027",18.67,79.18,18.28,80.82,"Birmingham, AL DMA",6,0,0,0,0
"15","alabama","cleburne","01029",10.37,87.43,9.34,89.72,"Atlanta, GA - AL - NC DMA",6,0,0,1,0
"16","alabama","coffee","01031",20.33,76.44,22.79,75.87,"Dothan, AL - GA DMA",3,0,0,0,0
"17","alabama","colbert","01033",29.35,67.21,29.92,68.86,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"18","alabama","conecuh","01035",46.77,51.94,46.05,53.44,"Mobile, AL - Pensacola, FL - MS DMA",11,0,0,0,0
"19","alabama","coosa","01037",33.93,64.38,32.78,66.27,"Montgomery, AL DMA",6,0,0,0,0
"20","alabama","covington","01039",14.97,83.23,15.61,83.68,"Montgomery, AL DMA",11,0,0,0,0
"21","alabama","crenshaw","01041",26.55,72.01,25.69,73.51,"Montgomery, AL DMA",1,0,0,0,0
"22","alabama","cullman","01043",10.03,87.1,10.7,88.12,"Birmingham, AL DMA",5,0,0,0,0
"23","alabama","dale","01045",23.54,73.65,26.19,72.46,"Dothan, AL - GA DMA",3,0,0,0,0
"24","alabama","dallas","01047",68.31,30.81,68.46,30.92,"Montgomery, AL DMA",4,0,0,0,0
"25","alabama","dekalb","01049",14.02,82.88,14.58,84.37,"Huntsville - Decatur - Florence, AL - TN DMA",8,0,0,0,0
"26","alabama","elmore","01051",22.66,74.17,25.27,73.52,"Montgomery, AL DMA",1,0,0,0,0
"27","alabama","escambia","01053",31.02,66.92,30.91,68.32,"Mobile, AL - Pensacola, FL - MS DMA",11,0,0,0,0
"28","alabama","etowah","01055",23.64,73.26,24.24,74.44,"Birmingham, AL DMA",8,0,0,0,0
"29","alabama","fayette","01057",16.51,81.37,15.91,83.28,"Birmingham, AL DMA",12,0,0,0,0
"30","alabama","franklin","01059",18.25,78.62,16.58,82.49,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"31","alabama","geneva","01061",12.97,85,12.71,86.47,"Dothan, AL - GA DMA",3,0,0,0,0
"32","alabama","greene","01063",82.23,17.17,81.34,18.32,"Birmingham, AL DMA",4,0,0,0,0
"33","alabama","hale","01065",59.39,39.47,59.03,40.41,"Birmingham, AL DMA",4,0,0,0,0
"34","alabama","henry","01067",28.39,69.77,28.03,71.06,"Dothan, AL - GA DMA",3,0,0,0,0
"35","alabama","houston","01069",25.01,72.07,27.98,70.64,"Dothan, AL - GA DMA",3,0,0,0,0
"36","alabama","jackson","01071",17.5,79.45,15.73,83.22,"Huntsville - Decatur - Florence, AL - TN DMA",8,0,0,0,0
"37","alabama","jefferson","01073",51.57,44.3,55.76,42.61,"Birmingham, AL DMA",5,0,0,0,0
"38","alabama","lamar","01075",14.87,83.59,13.6,85.83,"Columbus - Tupelo - West Point, MS - AL DMA",12,0,0,0,0
"39","alabama","lauderdale","01077",25.18,70.59,26.87,71.54,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"40","alabama","lawrence","01079",24.46,73.05,22.22,76.86,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"41","alabama","lee","01081",35.87,58.48,38.99,59.09,"Columbus, GA - AL DMA",7,0,0,0,0
"42","alabama","limestone","01083",23.5,72.14,27.77,70.36,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"43","alabama","lowndes","01085",73.06,26.2,72.74,26.86,"Montgomery, AL DMA",1,0,0,0,0
"44","alabama","macon","01087",82.78,15.66,81.49,17.67,"Montgomery, AL DMA",7,0,0,0,0
"45","alabama","madison","01089",38.45,54.79,44.82,52.77,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"46","alabama","marengo","01091",51.07,47.6,50.35,49.02,"Montgomery, AL DMA",4,0,0,0,0
"47","alabama","marion","01093",11.03,86.83,10.6,88.4,"Birmingham, AL DMA",12,0,0,0,0
"48","alabama","marshall","01095",13.92,82.78,14.99,83.7,"Huntsville - Decatur - Florence, AL - TN DMA",8,0,0,0,0
"49","alabama","mobile","01097",41.79,55.06,43.39,55.27,"Mobile, AL - Pensacola, FL - MS DMA",2,0,0,0,0
"50","alabama","monroe","01099",42.18,56.42,41.76,57.62,"Mobile, AL - Pensacola, FL - MS DMA",11,0,0,0,0
"51","alabama","montgomery","01101",61.45,35.46,65.09,33.6,"Montgomery, AL DMA",1,0,0,0,0
"52","alabama","morgan","01103",22.22,74.02,24.63,73.83,"Huntsville - Decatur - Florence, AL - TN DMA",10,0,0,0,0
"53","alabama","perry","01105",72.45,26.66,73.8,25.6,"Montgomery, AL DMA",4,0,0,0,0
"54","alabama","pickens","01107",41.63,57.18,41.6,57.86,"Birmingham, AL DMA",4,0,0,0,0
"55","alabama","pike","01109",38.4,58.42,40.72,58.1,"Montgomery, AL DMA",1,0,0,0,0
"56","alabama","randolph","01111",22.49,75.64,20.33,78.98,"Atlanta, GA - AL - NC DMA",6,0,0,1,0
"57","alabama","russell","01113",49.75,47.83,52.64,46.25,"Columbus, GA - AL DMA",7,0,0,0,0
"58","alabama","shelby","01117",22.69,72.12,28.94,69.33,"Birmingham, AL DMA",5,0,0,0,0
"59","alabama","stclair","01115",14.55,82.42,17.43,81.38,"Birmingham, AL DMA",5,0,0,0,0
"60","alabama","sumter","01119",74.03,24.66,73.88,25.4,"Meridian, MS - AL DMA",4,0,0,0,0
"61","alabama","talladega","01121",36.28,61.71,36.84,62.35,"Birmingham, AL DMA",6,0,0,0,0
"62","alabama","tallapoosa","01123",28.32,69.76,27.91,71.28,"Montgomery, AL DMA",6,0,0,0,0
"63","alabama","tuscaloosa","01125",38.41,57.71,41.88,56.69,"Birmingham, AL DMA",4,0,0,0,0
"64","alabama","walker","01127",15.26,82.34,15.51,83.42,"Birmingham, AL DMA",5,0,0,0,0
"65","alabama","washington","01129",27.82,70.81,25.44,73.95,"Mobile, AL - Pensacola, FL - MS DMA",2,0,0,0,0
"66","alabama","wilcox","01131",70.92,28.39,68.58,31.05,"Montgomery, AL DMA",2,0,0,0,0
"67","alabama","winston","01133",8.46,89.48,8.63,90.35,"Birmingham, AL DMA",5,0,0,0,0
"68","alaska","district1","02001",38.76,47.91,47.54,48,NA,NA,NA,NA,NA,NA
"69","alaska","district10","02010",20,69.19,24.34,72.12,NA,NA,NA,NA,NA,NA
"70","alaska","district11","02011",22.11,66.51,29.45,66.77,NA,NA,NA,NA,NA,NA
"71","alaska","district12","02012",20.2,69.46,26.31,70.23,NA,NA,NA,NA,NA,NA
"72","alaska","district13","02013",25.78,61.66,34.57,60.31,NA,NA,NA,NA,NA,NA
"73","alaska","district14","02014",29.2,57.37,37.24,58.67,NA,NA,NA,NA,NA,NA
"74","alaska","district15","02015",36.69,50.68,47.17,48.05,NA,NA,NA,NA,NA,NA
"75","alaska","district16","02016",44.3,43.07,52.65,43.31,NA,NA,NA,NA,NA,NA
"76","alaska","district17","02017",48.47,38.57,57.13,38.82,NA,NA,NA,NA,NA,NA
"77","alaska","district18","02018",52.81,36.26,60.63,35.75,NA,NA,NA,NA,NA,NA
"78","alaska","district19","02019",55.7,34.14,58.82,37.26,NA,NA,NA,NA,NA,NA
"79","alaska","district2","02002",28.86,58.05,34.29,59.88,NA,NA,NA,NA,NA,NA
"80","alaska","district20","02020",58.14,30.63,65.11,31.79,NA,NA,NA,NA,NA,NA
"81","alaska","district21","02021",48.85,40.23,57.42,39.13,NA,NA,NA,NA,NA,NA
"82","alaska","district22","02022",39.06,50.2,47.83,49.2,NA,NA,NA,NA,NA,NA
"83","alaska","district23","02023",41.8,46.88,49.23,47.23,NA,NA,NA,NA,NA,NA
"84","alaska","district24","02024",39.41,51.86,45.42,51.57,NA,NA,NA,NA,NA,NA
"85","alaska","district25","02025",41.57,46.95,49.33,47.26,NA,NA,NA,NA,NA,NA
"86","alaska","district26","02026",37.89,51.07,45.08,51.85,NA,NA,NA,NA,NA,NA
"87","alaska","district27","02027",42.46,46.51,50.96,45.49,NA,NA,NA,NA,NA,NA
"88","alaska","district28","02028",41.56,47.46,49.13,48.33,NA,NA,NA,NA,NA,NA
"89","alaska","district29","02029",22.37,67.56,27.78,69.45,NA,NA,NA,NA,NA,NA
"90","alaska","district3","02003",16.3,70.97,22.7,72.46,NA,NA,NA,NA,NA,NA
"91","alaska","district30","02030",20.29,69.21,25.92,70.56,NA,NA,NA,NA,NA,NA
"92","alaska","district31","02031",34.04,55.17,40.59,56.17,NA,NA,NA,NA,NA,NA
"93","alaska","district32","02032",36.15,50.37,42.06,53.27,NA,NA,NA,NA,NA,NA
"94","alaska","district33","02033",60.18,27.5,68.78,27.92,NA,NA,NA,NA,NA,NA
"95","alaska","district34","02034",44.75,41.94,53.71,42.34,NA,NA,NA,NA,NA,NA
"96","alaska","district35","02035",41.46,45.4,49.6,47.21,NA,NA,NA,NA,NA,NA
"97","alaska","district36","02036",32.59,53.97,40.85,55.04,NA,NA,NA,NA,NA,NA
"98","alaska","district37","02037",47.83,38.29,49.79,45.86,NA,NA,NA,NA,NA,NA
"99","alaska","district38","02038",54.13,22.43,60.43,32.78,NA,NA,NA,NA,NA,NA
"100","alaska","district39","02039",55.72,24.92,60.77,32.91,NA,NA,NA,NA,NA,NA
"101","alaska","district4","02004",43.71,42.75,50.85,44.62,NA,NA,NA,NA,NA,NA
"102","alaska","district40","02040",50.72,29.87,50.36,43.32,NA,NA,NA,NA,NA,NA
"103","alaska","district5","02005",40.31,46.58,48.58,47.11,NA,NA,NA,NA,NA,NA
"104","alaska","district6","02006",29.98,58.26,34.59,60.99,NA,NA,NA,NA,NA,NA
"105","alaska","district7","02007",18.21,71.56,23.02,73.03,NA,NA,NA,NA,NA,NA
"106","alaska","district8","02008",15.09,75.88,19.7,76.86,NA,NA,NA,NA,NA,NA
"107","alaska","district9","02009",20.58,68.13,25.19,70.84,NA,NA,NA,NA,NA,NA
"108","alaska","district99","02099",80.12,11.7,86.14,13.63,NA,NA,NA,NA,NA,NA
"109","arizona","apache","04001",61.76,29.79,66.23,32.53,"Albuquerque - Santa Fe, NM - AZ - CO DMA",32,0,0,1,0
"110","arizona","cochise","04003",34.89,56.17,39.26,58.83,"Tucson (Nogales), AZ DMA",33,0,0,0,0
"111","arizona","coconino","04005",54.2,35.31,61,36.92,"Phoenix, AZ DMA",34,0,0,1,0
"112","arizona","gila","04007",31.39,63.56,32.33,66.43,"Phoenix, AZ DMA",35,0,0,1,1
"113","arizona","graham","04009",27.2,66.14,26.9,71.68,"Phoenix, AZ DMA",36,0,0,1,0
"114","arizona","greenlee","04011",33.39,57.86,32.08,66.02,"Phoenix, AZ DMA",36,0,0,1,0
"115","arizona","lapaz","04012",26.47,67.27,29.98,68.77,"Phoenix, AZ DMA",37,0,0,1,0
"116","arizona","maricopa","04013",44.83,47.67,50.32,48.14,"Phoenix, AZ DMA",35,9.9e+10,1,1,1
"117","arizona","mohave","04015",21.83,72.9,23.72,75.03,"Phoenix, AZ DMA",37,0,0,1,0
"118","arizona","navajo","04017",40.85,51.07,45.17,53.43,"Phoenix, AZ DMA",32,0,0,1,0
"119","arizona","pima","04019",53.28,39.71,58.61,39.92,"Tucson (Nogales), AZ DMA",33,0,0,0,0
"120","arizona","pinal","04021",36.97,56.21,40.6,57.89,"Phoenix, AZ DMA",35,0,0,1,1
"121","arizona","santacruz","04023",71.14,23.71,67.18,31.67,"Tucson (Nogales), AZ DMA",33,0,0,0,0
"122","arizona","yavapai","04025",31.1,62.32,34.63,63.91,"Phoenix, AZ DMA",34,0,0,1,0
"123","arizona","yuma","04027",46.42,47.47,46.09,52.28,"Yuma - El Centro, AZ - CA DMA",38,0,0,0,0
"124","arkansas","arkansas","05001",31.21,61.59,28.89,68.4,"Little Rock - Pine Bluff, AR DMA",39,0,0,0,0
"125","arkansas","ashley","05003",29.79,66.04,26.81,70,"Monroe - El Dorado, LA - AR DMA",40,0,0,0,0
"126","arkansas","baxter","05005",21.09,74.28,22.06,75.38,"Springfield, MO - AR DMA",41,0,0,0,0
"127","arkansas","benton","05007",28.92,62.87,35.23,61.68,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",42,0,0,0,0
"128","arkansas","boone","05009",18.16,75.94,17.9,79.77,"Springfield, MO - AR DMA",43,0,0,0,0
"129","arkansas","bradley","05011",36.05,59.24,33.22,63.9,"Little Rock - Pine Bluff, AR DMA",40,0,0,0,0
"130","arkansas","calhoun","05013",28.16,68.58,21.95,74.98,"Little Rock - Pine Bluff, AR DMA",44,0,0,0,0
"131","arkansas","carroll","05015",31.07,63.08,34.1,62.93,"Springfield, MO - AR DMA",43,0,0,0,0
"132","arkansas","chicot","05017",56.27,41.09,55.08,42.7,"Greenwood - Greenville, MS DMA",40,0,0,0,0
"133","arkansas","clark","05019",42.46,51.65,40.95,54.99,"Little Rock - Pine Bluff, AR DMA",45,0,0,0,0
"134","arkansas","clay","05021",23.06,72.71,18.56,78.83,"Jonesboro, AR - MO DMA",46,0,0,0,0
"135","arkansas","cleburne","05023",17.39,78.26,15.68,81.45,"Little Rock - Pine Bluff, AR DMA",47,0,0,0,0
"136","arkansas","cleveland","05025",21.56,73.4,18.08,79.64,"Little Rock - Pine Bluff, AR DMA",40,0,0,0,0
"137","arkansas","columbia","05027",35.33,61.39,32.66,63.83,"Shreveport, LA - AR - OK - TX DMA",48,0,0,0,0
"138","arkansas","conway","05029",33.51,61.17,30.11,65.56,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"139","arkansas","craighead","05031",29.62,64.35,30.95,66.37,"Jonesboro, AR - MO DMA",46,0,0,0,0
"140","arkansas","crawford","05033",19.99,74.33,20.58,77.24,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",50,0,0,0,0
"141","arkansas","crittenden","05035",52.72,43.66,52.02,44.8,"Memphis, TN - AR- MS - MO DMA",51,0,0,0,0
"142","arkansas","cross","05037",29.08,66.69,25.53,71.25,"Memphis, TN - AR- MS - MO DMA",39,0,0,0,0
"143","arkansas","dallas","05039",42.04,54.46,36.35,59.38,"Little Rock - Pine Bluff, AR DMA",44,0,0,0,0
"144","arkansas","desha","05041",52.34,45.08,48.41,46.13,"Little Rock - Pine Bluff, AR DMA",40,0,0,0,0
"145","arkansas","drew","05043",35.86,60.17,35.12,62.96,"Little Rock - Pine Bluff, AR DMA",40,0,0,0,0
"146","arkansas","faulkner","05045",30.78,61.75,33.71,63.24,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"147","arkansas","franklin","05047",20.32,74.43,18.24,79.63,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",50,0,0,0,0
"148","arkansas","fulton","05049",22.36,72.74,20.22,77.38,"Springfield, MO - AR DMA",52,0,0,0,0
"149","arkansas","garland","05051",30.17,63.93,31.78,65.77,"Little Rock - Pine Bluff, AR DMA",45,0,0,0,0
"150","arkansas","grant","05053",18.44,76.9,15.46,82.85,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"151","arkansas","greene","05055",21.03,73.42,18.99,78.7,"Jonesboro, AR - MO DMA",46,0,0,0,0
"152","arkansas","hempstead","05057",33.72,62.43,31.22,65.27,"Shreveport, LA - AR - OK - TX DMA",45,0,0,0,0
"153","arkansas","hotspring","05059",26.36,68.42,24.54,73.28,"Little Rock - Pine Bluff, AR DMA",45,0,0,0,0
"154","arkansas","howard","05061",28.9,67.54,27.72,69.65,"Shreveport, LA - AR - OK - TX DMA",45,0,0,0,0
"155","arkansas","independence","05063",21.16,72.98,19.34,77.52,"Little Rock - Pine Bluff, AR DMA",52,0,0,0,0
"156","arkansas","izard","05065",20.43,74.19,17.57,79.71,"Jonesboro, AR - MO DMA",52,0,0,0,0
"157","arkansas","jackson","05067",30.7,63.36,26.81,70.58,"Little Rock - Pine Bluff, AR DMA",53,0,0,0,0
"158","arkansas","jefferson","05069",60.91,35.72,59.55,37.84,"Little Rock - Pine Bluff, AR DMA",40,0,0,0,0
"159","arkansas","johnson","05071",26.64,66.85,24.04,73.05,"Little Rock - Pine Bluff, AR DMA",54,0,0,0,0
"160","arkansas","lafayette","05073",36.08,61.47,31.32,65.58,"Shreveport, LA - AR - OK - TX DMA",48,0,0,0,0
"161","arkansas","lawrence","05075",22.22,71.49,18.44,78.01,"Jonesboro, AR - MO DMA",46,0,0,0,0
"162","arkansas","lee","05077",57.34,40.61,49.96,45.15,"Memphis, TN - AR- MS - MO DMA",39,0,0,0,0
"163","arkansas","lincoln","05079",32.72,64.17,26.63,70.43,"Little Rock - Pine Bluff, AR DMA",40,0,0,0,0
"164","arkansas","littleriver","05081",26.73,68.97,23.68,71.76,"Shreveport, LA - AR - OK - TX DMA",55,0,0,0,0
"165","arkansas","logan","05083",21.65,72.54,18.77,78.31,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",50,0,0,0,0
"166","arkansas","lonoke","05085",20.9,73.65,21.81,74.63,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"167","arkansas","madison","05087",23.21,72.04,21.26,76.97,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",42,0,0,0,0
"168","arkansas","marion","05089",20.18,75.08,20.41,77.08,"Springfield, MO - AR DMA",41,0,0,0,0
"169","arkansas","miller","05091",26.56,70.19,25.68,72.12,"Shreveport, LA - AR - OK - TX DMA",55,0,0,0,0
"170","arkansas","mississippi","05093",42.94,53.48,36.93,59.12,"Memphis, TN - AR- MS - MO DMA",56,0,0,0,0
"171","arkansas","monroe","05095",45.49,51.63,40.73,54.87,"Little Rock - Pine Bluff, AR DMA",39,0,0,0,0
"172","arkansas","montgomery","05097",21.02,74.26,18.87,78.65,"Little Rock - Pine Bluff, AR DMA",45,0,0,0,0
"173","arkansas","nevada","05099",35.64,61.61,32.04,63.52,"Shreveport, LA - AR - OK - TX DMA",45,0,0,0,0
"174","arkansas","newton","05101",18.63,76.61,17.73,79.84,"Springfield, MO - AR DMA",43,0,0,0,0
"175","arkansas","ouachita","05103",43.49,53.86,41.49,54.98,"Little Rock - Pine Bluff, AR DMA",44,0,0,0,0
"176","arkansas","perry","05105",24.36,69.86,21.87,75.19,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"177","arkansas","phillips","05107",61.99,35.18,58.04,38.72,"Memphis, TN - AR- MS - MO DMA",39,0,0,0,0
"178","arkansas","pike","05109",17.21,79.13,15.17,82.88,"Little Rock - Pine Bluff, AR DMA",45,0,0,0,0
"179","arkansas","poinsett","05111",24.35,71.25,18.93,78.69,"Memphis, TN - AR- MS - MO DMA",46,0,0,0,0
"180","arkansas","polk","05113",14.72,80.4,14.68,82.86,"Little Rock - Pine Bluff, AR DMA",57,0,0,0,0
"181","arkansas","pope","05115",22.15,72.03,23.62,74.01,"Little Rock - Pine Bluff, AR DMA",54,0,0,0,0
"182","arkansas","prairie","05117",23.64,72.74,18.71,79.71,"Little Rock - Pine Bluff, AR DMA",39,0,0,0,0
"183","arkansas","pulaski","05119",56.06,38.34,59.98,37.47,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"184","arkansas","randolph","05121",22.34,70.69,17.84,78.61,"Jonesboro, AR - MO DMA",46,0,0,0,0
"185","arkansas","saline","05125",25.44,68.83,28.2,69.45,"Little Rock - Pine Bluff, AR DMA",49,0,0,0,0
"186","arkansas","scott","05127",17.15,77.81,13.6,83.41,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",50,0,0,0,0
"187","arkansas","searcy","05129",16.12,79.27,14.63,83.73,"Little Rock - Pine Bluff, AR DMA",47,0,0,0,0
"188","arkansas","sebastian","05131",27.56,65.25,30.73,66.18,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",50,0,0,0,0
"189","arkansas","sevier","05133",23.56,71.94,21.45,74.66,"Shreveport, LA - AR - OK - TX DMA",57,0,0,0,0
"190","arkansas","sharp","05135",20.31,74.59,18.48,78.48,"Jonesboro, AR - MO DMA",52,0,0,0,0
"191","arkansas","stfrancis","05123",54.25,43,50.7,45.61,"Memphis, TN - AR- MS - MO DMA",39,0,0,0,0
"192","arkansas","stone","05137",21.41,73.21,19.87,77.74,"Little Rock - Pine Bluff, AR DMA",52,0,0,0,0
"193","arkansas","union","05139",34.66,61.89,33.62,63.09,"Monroe - El Dorado, LA - AR DMA",44,0,0,0,0
"194","arkansas","vanburen","05141",21.11,73.33,20.4,77.29,"Little Rock - Pine Bluff, AR DMA",47,0,0,0,0
"195","arkansas","washington","05143",40.76,50.67,46.49,50.39,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA",42,0,0,0,0
"196","arkansas","white","05145",18.99,77.43,19.36,78.3,"Little Rock - Pine Bluff, AR DMA",53,0,0,0,0
"197","arkansas","woodruff","05147",43.49,52.39,34.57,62.32,"Little Rock - Pine Bluff, AR DMA",53,0,0,0,0
"198","arkansas","yell","05149",22.98,71.56,19.05,77.53,"Little Rock - Pine Bluff, AR DMA",54,0,0,0,0
"199","california","alameda","06001",78.69,14.66,80.21,17.7,"San Francisco - Oakland - San Jose, CA DMA",58,0,0,0,0
"200","california","alpine","06003",55.48,36.05,64.24,32.93,"Reno, NV - CA DMA",59,0,0,0,0
"201","california","amador","06005",33.86,59.12,36.55,60.91,"Sacramento - Stockton - Modesto, CA DMA",60,0,0,0,0
"202","california","butte","06007",43.5,47.24,49.41,47.74,"Chico - Redding, CA DMA",61,0,0,0,0
"203","california","calaveras","06009",34.34,58.4,36.98,60.81,"Sacramento - Stockton - Modesto, CA DMA",60,0,0,0,0
"204","california","colusa","06011",40.12,53.54,40.69,57.27,"Sacramento - Stockton - Modesto, CA DMA",62,0,0,0,0
"205","california","contracosta","06013",68.49,24.87,71.63,26.3,"San Francisco - Oakland - San Jose, CA DMA",58,0,0,0,0
"206","california","delnorte","06015",36.46,53.71,40.84,56.41,"Eureka, CA DMA",63,0,0,0,0
"207","california","eldorado","06017",38.9,52.62,44.44,53.24,"Sacramento - Stockton - Modesto, CA DMA",59,0,0,0,0
"208","california","fresno","06019",50.06,43.94,52.9,45.07,"Fresno - Visalia, CA DMA",64,0,0,0,0
"209","california","glenn","06021",32.37,61.12,35.36,62.52,"Chico - Redding, CA DMA",61,0,0,0,0
"210","california","humboldt","06023",56.04,31.01,65.03,31.62,"Eureka, CA DMA",65,0,0,0,0
"211","california","imperial","06025",67.93,26.42,61.11,36.74,"Yuma - El Centro, AZ - CA DMA",38,0,0,0,0
"212","california","inyo","06027",39.02,52.54,48.86,48.71,"Los Angeles, CA DMA",66,0,0,0,0
"213","california","kern","06029",40.42,53.07,43.68,53.88,"Bakersfield, CA DMA",66,0,0,0,0
"214","california","kings","06031",40.15,53.35,42.63,54.88,"Fresno - Visalia, CA DMA",64,0,0,0,0
"215","california","lake","06033",46.93,43.27,51.86,45.55,"San Francisco - Oakland - San Jose, CA DMA",67,0,0,0,0
"216","california","lassen","06035",21.13,71.97,23.35,74.83,"Reno, NV - CA DMA",68,0,0,0,0
"217","california","losangeles","06037",71.76,22.41,71.03,26.86,"Los Angeles, CA DMA",37,0,0,0,0
"218","california","madera","06039",39.5,54.18,43.12,54.68,"Fresno - Visalia, CA DMA",64,0,0,0,0
"219","california","marin","06041",78.05,15.63,82.33,15.79,"San Francisco - Oakland - San Jose, CA DMA",58,0,0,0,0
"220","california","mariposa","06043",35.17,58.41,39.77,57.88,"Fresno - Visalia, CA DMA",64,0,0,0,0
"221","california","mendocino","06045",58.91,29.05,66.41,30.61,"San Francisco - Oakland - San Jose, CA DMA",67,0,0,0,0
"222","california","merced","06047",52.72,40.58,54.1,43.51,"Fresno - Visalia, CA DMA",60,0,0,0,0
"223","california","modoc","06049",23.15,71.17,26.48,71.59,"Medford - Klamath Falls, OR - CA DMA",69,0,0,0,0
"224","california","mono","06051",52.56,40.01,59.56,37.3,"Reno, NV - CA DMA",66,0,0,0,0
"225","california","monterey","06053",66.78,26.16,69.52,28.24,"Monterey - Salinas, CA DMA",70,0,0,0,0
"226","california","napa","06055",63.87,28.37,69.05,28.66,"San Francisco - Oakland - San Jose, CA DMA",58,0,0,0,0
"227","california","nevada","06057",47.43,42.53,56.15,41.36,"Sacramento - Stockton - Modesto, CA DMA",62,0,0,0,0
"228","california","orange","06059",50.94,42.35,53.48,44.44,"Los Angeles, CA DMA",37,0,0,0,0
"229","california","placer","06061",40.2,52.03,45.46,52.1,"Sacramento - Stockton - Modesto, CA DMA",62,0,0,0,0
"230","california","plumas","06063",35.75,56.01,40.51,57.24,"Sacramento - Stockton - Modesto, CA DMA",68,0,0,0,0
"231","california","riverside","06065",49.73,44.35,52.98,45.04,"Palm Springs, CA DMA",37,0,0,0,0
"232","california","sacramento","06067",58.29,33.93,61.36,36.11,"Sacramento - Stockton - Modesto, CA DMA",62,0,0,0,0
"233","california","sanbenito","06069",57.11,35.76,61.14,36.73,"Monterey - Salinas, CA DMA",70,0,0,0,0
"234","california","sanbernardino","06071",52.12,41.48,54.2,43.54,"Los Angeles, CA DMA",37,0,0,0,0
"235","california","sandiego","06073",56.3,36.57,60.21,37.46,"San Diego, CA DMA",59,0,0,0,0
"236","california","sanfrancisco","06075",85.04,9.29,85.26,12.72,"San Francisco - Oakland - San Jose, CA DMA",58,0,0,0,0
"237","california","sanjoaquin","06077",54.03,39.67,55.85,41.98,"Sacramento - Stockton - Modesto, CA DMA",60,0,0,0,0
"238","california","sanluisobispo","06079",49.71,41.6,55.29,42.22,"Santa Barbara - Santa Maria - San Luis Obispo, CA DMA",71,0,0,0,0
"239","california","sanmateo","06081",75.67,18.43,77.89,20.2,"San Francisco - Oakland - San Jose, CA DMA",58,0,0,0,0
"240","california","santabarbara","06083",60.61,31.88,64.87,32.81,"Santa Barbara - Santa Maria - San Luis Obispo, CA DMA",71,0,0,0,0
"241","california","santaclara","06085",72.71,20.58,72.64,25.23,"San Francisco - Oakland - San Jose, CA DMA",70,0,0,0,0
"242","california","santacruz","06087",73.94,17.42,78.88,18.6,"Monterey - Salinas, CA DMA",70,0,0,0,0
"243","california","shasta","06089",27.86,64.68,32.28,65.41,"Chico - Redding, CA DMA",61,0,0,0,0
"244","california","sierra","06091",32.84,57.27,37.8,59.14,"Sacramento - Stockton - Modesto, CA DMA",68,0,0,0,0
